disasterNumber,hmgpCloseoutStatus,hmgpReconciliationDate,lockedInCeilingAmount,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedSMCAmount,obligatedGranteeAdmin,obligatedSubgranteeAdmin,hash,lastRefresh,id
1482,Closed,2012-01-05T05:00:00.000Z,4195433,2920980,0,121843,2366507,337592,36469,58569,c515d8a88520875c13aea08ed285d7ce,2020-01-09T15:07:40.147Z,5d1fafd887fac86ceb885202
1780,Closed,2019-08-14T04:00:00.000Z,15535593,14538117.54,534062,292957.53,13165197.57,545900.44,0,0,98f88d284018b764082659c9bd37c664,2020-01-09T15:07:39.619Z,5d1fafd887fac86ceb885203
4108,Closed,2019-09-26T04:00:00.000Z,466754,249129.51,0,0,240496,8633.51,0,0,87d2d7abb0c17e712557df11ef8f177e,2020-01-09T15:07:40.155Z,5d1fafd887fac86ceb885204
1903,Closed,2015-11-24T05:00:00.000Z,624038,372956,7657,0,365299,0,0,0,0db5184381ed05c7308cca62c64bd0e2,2020-01-09T15:07:39.547Z,5d1fafd887fac86ceb885205
1628,Closed,2019-01-31T05:00:00.000Z,10557074,5236367.56,519452,418867,3375596,711904.56,58156,152392,edec260de32b869f81012e60c049f7f0,2020-01-09T15:07:39.610Z,5d1fafd887fac86ceb885206
4013,Open,,17633066,15787578,812482,948767,13189129,837200,0,0,a5004650cef98038ce698d5e6ad05d30,2020-01-09T15:07:39.025Z,5d1fafd887fac86ceb885207
1837,Closed,2016-08-27T04:00:00.000Z,408559,195097,28945,0,149733,16419,0,0,3033b40da8c25219718417a112916fc7,2020-01-09T15:07:39.051Z,5d1fafd887fac86ceb885208
911,Closed,1999-01-28T05:00:00.000Z,178754,192811,0,0,177912,842,4761,9296,7d70b7e44130bff9f07595c6d94c2d43,2020-01-09T15:07:39.485Z,5d1fafd887fac86ceb885209
4078,Closed,2019-06-10T04:00:00.000Z,1029333,601235.07,49557,31634,509436.07,10608,0,0,b8c632f707eefa028308762ca2fb2961,2020-01-09T15:07:40.159Z,5d1fafd887fac86ceb88520a
4347,Open,,830700,796997.49,63553.95,0,685410,37750,0,0,6e8e54863f26067e3480e8a151ce7e70,2020-01-09T15:07:39.067Z,5d1fafd887fac86ceb88520b
1773,Closed,2014-07-09T04:00:00.000Z,6675730,5317199,0,0,5296657,20542,0,0,9d66e5c674a90a06367b1e49437932f9,2020-01-09T15:07:39.428Z,5d1fafd887fac86ceb88520c
4105,Closed,2020-06-16T04:00:00.000Z,914545,955286.72,0,0,910655,44631.72,0,0,00a526b08f90989bc995ff2081da4ebd,2020-07-08T16:32:37.439Z,5d1fafd887fac86ceb88520d
877,Open,,0,0,0,0,0,0,0,0,314160fff10bfb8ec13dd63c7af5d830,2020-01-09T15:07:39.404Z,5d1fafd887fac86ceb88520e
1626,Closed,2011-02-11T05:00:00.000Z,2403374,571436,0,0,568616,0,0,2820,5f190743131762ff25376c60ea97a51d,2020-01-09T15:07:39.487Z,5d1fafd887fac86ceb88520f
4012,Closed,2016-12-16T05:00:00.000Z,6662752,6470493,0,12000,6428810,29683,0,0,a4c7ec10fd3138673dd53eea1fe1d153,2020-01-09T15:07:39.017Z,5d1fafd887fac86ceb885210
4122,Closed,2019-08-28T04:00:00.000Z,3890685,4080910,0,0,3890685,190225,0,0,2271dc0d4cb1b1061b2087cb48dfb2f6,2020-01-09T15:07:39.508Z,5d1fafd887fac86ceb885211
4130,Open,,1809123,1827581,0,0,1809123,18458,0,0,445a24d613b047f491af8fb76537d946,2020-01-09T15:07:39.636Z,5d1fafd887fac86ceb885212
1305,Closed,2006-04-25T04:00:00.000Z,84390,11345,0,0,10591,0,330,424,f149866bfd43ba6fba7ab38870e6ebbf,2020-01-09T15:07:39.026Z,5d1fafd887fac86ceb885213
1385,Closed,2004-02-17T05:00:00.000Z,137349,136965,0,0,104982,24600,3184,4199,4f763c2232ca3efeda56497e1fc7c098,2020-01-09T15:07:39.024Z,5d1fafd887fac86ceb885214
1150,Closed,2001-05-01T04:00:00.000Z,283250,299707,0,0,275001,8250,6857,9599,4e580afe65c5fdf4d79bf50214fd7291,2020-01-09T15:07:39.416Z,5d1fafd887fac86ceb885215
1546,Closed,2012-04-02T04:00:00.000Z,2577785,1839971,0,0,1660550,128691,7701,43029,f5f3d1e00e8845f194017df54b1b74a5,2020-01-09T15:07:39.439Z,5d1fafd887fac86ceb885216
902,Closed,1996-07-12T04:00:00.000Z,96325,105114,0,0,96301,0,3041,5772,3e2b02c5e9b04207e17627f1120a845d,2020-01-09T15:07:39.486Z,5d1fafd887fac86ceb885217
1458,Closed,2007-05-17T04:00:00.000Z,1170401,750602,29579,0,685742,0,13994,21287,0625974e4a408cedbe058840c710c769,2020-01-09T15:07:39.069Z,5d1fafd887fac86ceb885218
4064,Closed,2019-06-05T04:00:00.000Z,437673,387910.63,9356.13,30637,339791.5,8126,0,0,2426b48a027a269862e67d3b6bcf8dda,2020-01-09T15:07:40.158Z,5d1fafd887fac86ceb885219
4337,Open,,565089857,212300853.51,0,7091666.25,198826016.26,6383171,0,0,cf20ca7dfce4c8936c6c46fcf10ad07c,2020-07-29T16:34:09.112Z,5d1fafd887fac86ceb88521a
957,Closed,1998-12-04T05:00:00.000Z,4185605,3167806,0,0,3056298,0,42256,69252,95357bec665e4868784cefc7e537c3f1,2020-01-09T15:07:39.406Z,5d1fafd887fac86ceb88521b
4089,Open,,1525853,1382519,17891,43575,1246439,74614,0,0,c53ac89b1913a02bacf3c9dc2e163566,2020-01-09T15:07:40.160Z,5d1fafd887fac86ceb88521c
4442,Open,,10478625,0,0,0,0,0,0,0,b66b9a08402bb5cae517ec1519710966,2020-06-09T16:33:36.150Z,5d1fafd887fac86ceb88521d
831,Open,,0,0,0,0,0,0,0,0,168003bc5902a91343fd48d13973f83e,2020-01-09T15:07:39.072Z,5d1fafd887fac86ceb88521e
1998,Closed,2018-01-17T05:00:00.000Z,14196201,10962304,618567,263907,9709855,369975,0,0,318f155d4a75583b25b908e97b77e3a6,2020-01-09T15:07:39.418Z,5d1fafd887fac86ceb88521f
4226,Open,,1934422,2004634.04,0,126450,1791624.9,86559.14,0,0,b55153d3fb2954e2ad12f80f2b898c03,2020-08-01T16:36:56.241Z,5d1fafd887fac86ceb885220
907,Closed,2000-07-12T04:00:00.000Z,298784,248843,0,0,197822,35578,5860,9583,b6e7e81d6ef00ca91c7db4c4c563e5b0,2020-01-09T15:07:40.138Z,5d1fafd887fac86ceb885221
1320,Closed,2008-05-28T04:00:00.000Z,679140,420140,31051,0,333619,35112,9219,11139,76bdca1ba39c4074bb9d8c29a819453e,2020-01-09T15:07:39.559Z,5d1fafd887fac86ceb885222
1740,Closed,2015-10-21T04:00:00.000Z,1899055,1300611,0,89776,1118344,92491,0,0,72136e9a721cdae509879efea8ccde86,2020-01-09T15:07:39.019Z,5d1fafd887fac86ceb885223
840,Closed,1997-03-07T05:00:00.000Z,178228,147735,0,0,135715,0,3877,8143,bde29870228a51440c2a2bc92ba4db35,2020-01-09T15:07:39.040Z,5d1fafd887fac86ceb885224
1750,Closed,2015-01-16T05:00:00.000Z,1199868,932979,59972,81909,732424,58674,0,0,332986707219ebbc9af48a501dd0e7d9,2020-01-09T15:07:39.595Z,5d1fafd887fac86ceb885225
4416,Open,,6328556,0,0,0,0,0,0,0,bc858ea226a83bb14c68cacddecd70da,2020-03-18T19:40:09.803Z,5d1fafd887fac86ceb885226
4144,Closed,2017-09-20T04:00:00.000Z,3788878,3828574,0,118948,3669930,39696,0,0,2939087895a187513df9b596c52014e0,2020-01-09T15:07:39.624Z,5d1fafd887fac86ceb885227
1867,Open,,3443029,2708545,0,76846,2508092,123607,0,0,d3b2d61345271bc779b61370980b6a52,2020-01-09T15:07:39.450Z,5d1fafd887fac86ceb885228
1212,Closed,2007-08-06T04:00:00.000Z,4986531,4520463,179155,0,4179450,0,55649,106209,1f1b85accdc985fc229536daac66a2fd,2020-01-09T15:07:39.463Z,5d1fafd887fac86ceb885229
4162,Open,,4440494,3746768,0,0,3529628,217140,0,0,946b5d27396a227dfa1622260c1bf27b,2020-01-09T15:07:39.398Z,5d1fafd887fac86ceb88522a
1541,Closed,2015-01-15T05:00:00.000Z,1699817,1559063,0,0,1326319,172904,24615,35225,e36c1632fef82bfec2ba18921e42e4e7,2020-01-09T15:07:39.443Z,5d1fafd887fac86ceb88522b
4152,Open,,6004820,2145472,300241,342372,1209223,293636,0,0,44c4ba1ddd5bf365566580b779fa27c6,2020-01-09T15:07:39.414Z,5d1fafd887fac86ceb88522c
4002,Closed,2019-08-20T04:00:00.000Z,5046137,4510495,0,217260,4048149,245086,0,0,5be06243ade67ecfd38252fb33f0a2a0,2020-01-09T15:07:39.438Z,5d1fafd887fac86ceb88522d
1054,Closed,2004-03-11T05:00:00.000Z,2187234,2284876,0,0,2122985,64248,33395,64248,36b32b7cd2a3d9fd443c5336bbd6acee,2020-01-09T15:07:39.580Z,5d1fafd887fac86ceb88522e
1118,Closed,2002-05-08T04:00:00.000Z,1363000,1432708,68150,0,1294850,0,25076,44632,b60815e927d48ad1bb9823046fb62709,2020-01-09T15:07:39.542Z,5d1fafd887fac86ceb88522f
4176,Open,,8057037,8214849.75,802500,0,7018360.75,393989,0,0,8e74274cb65fb5f1bf431948dfb7134a,2020-06-23T16:32:52.850Z,5d1fafd887fac86ceb885230
1834,Closed,2016-09-01T04:00:00.000Z,1265864,1280884,0,37500,1228364,15020,0,0,02447cc4cf68cb0076f93c5a649e0859,2020-01-09T15:07:39.032Z,5d1fafd887fac86ceb885231
4184,Closed,2019-01-28T05:00:00.000Z,3669710,2990730,115250,142016,2557380,176084,0,0,993b59fdff682fa25d4631b3d530d46f,2020-01-15T20:33:04.055Z,5d1fafd887fac86ceb885232
4000,Closed,2018-08-23T04:00:00.000Z,642837,68035,0,44999,0,23036,0,0,86e970ab1d550901359c4011d548fc28,2020-01-09T15:07:39.075Z,5d1fafd887fac86ceb885233
1154,Closed,2002-07-15T04:00:00.000Z,3652627,3785829,74662,0,3423299,154666,48375,84827,8a60d5d95e5b740c1ccb9efa499cfd40,2020-01-09T15:07:39.462Z,5d1fafd887fac86ceb885234
4160,Closed,2018-12-03T05:00:00.000Z,797872,795042.57,0,55851,710082.84,29108.73,0,0,8e57b2e34b0f1331bdde6ed47d0eac55,2020-01-09T15:07:39.411Z,5d1fafd887fac86ceb885235
1307,Closed,2008-06-30T04:00:00.000Z,143014,111961,6850,0,86847,10290,3176,4798,a4732365cbad0a5b8ebd72b671dad259,2020-01-09T15:07:39.532Z,5d1fafd887fac86ceb885236
4186,Closed,2018-09-27T04:00:00.000Z,1466986,1512985,57515,102625,1282309,70536,0,0,fa3a36736a43b2bc5994e428c1040362,2020-01-09T15:07:39.458Z,5d1fafd887fac86ceb885237
4174,Closed,2019-12-05T05:00:00.000Z,1725612,1797562.06,0,108750,1609362,79450.06,0,0,586b93861075a1ee46e8d6f16cde93c4,2020-01-09T15:07:39.389Z,5d1fafd887fac86ceb885238
1831,Closed,2019-08-29T04:00:00.000Z,7463347,6984586.55,304500,382155,5932975.67,364955.88,0,0,4fd4270172962d856e41a7d131a0a494,2020-01-09T15:07:39.036Z,5d1fafd887fac86ceb885239
1716,Closed,2011-07-21T04:00:00.000Z,244231,149208,0,0,144358,0,0,4850,191c04906742fe11ce8313dba2518176,2020-01-09T15:07:39.080Z,5d1fafd887fac86ceb88523a
4158,Open,,6221975,4994165,0,189997,4529492,274676,0,0,272c066d390038520bcc5a8cb13578e5,2020-05-21T17:01:35.400Z,5d1fafd887fac86ceb88523b
4169,Open,,936869,872345.55,0,64689,761843.55,45813,0,0,64aaf5a2ff1963a313116599079025ec,2020-07-10T16:33:32.473Z,5d1fafd887fac86ceb88523c
4192,Closed,2019-12-19T05:00:00.000Z,97901,52234.63,0,0,47740,4494.63,0,0,e24047733d7f4b58cff178498cbb30d8,2020-01-17T20:59:09.834Z,5d1fafd887fac86ceb88523d
1897,Open,,7695158,8071450.89,14396,0,7680761.89,376293,0,0,09c086ae61415f7681c242e1913f8e07,2020-02-07T20:33:20.779Z,5d1fafd887fac86ceb88523e
4201,Open,,1567582,0,0,0,0,0,0,0,e80290715623844e0defc0c9c672ff98,2020-01-09T15:07:39.614Z,5d1fafd887fac86ceb88523f
4185,Closed,2018-04-16T04:00:00.000Z,804198,213400,73399,0,129331,10670,0,0,1146ab88ca5b08e5cb87c77affe79822,2020-01-09T15:07:39.022Z,5d1fafd887fac86ceb885240
1015,Closed,2005-06-08T04:00:00.000Z,10732100,10559517,0,0,10175281,32100,88356,263780,02e9871bb33186fd6d95a2a6ff5193e0,2020-01-09T15:07:39.458Z,5d1fafd887fac86ceb885241
1145,Closed,2001-10-11T04:00:00.000Z,298688,240425,0,0,227659,0,5695,7071,5f0898d330a1f6dc9b649ecc8147eada,2020-01-09T15:07:39.514Z,5d1fafd887fac86ceb885242
1010,Closed,2007-11-14T05:00:00.000Z,8983333,7695859,0,0,6965275,472031,74109,184444,e81d32e880e94f7ba2ca8a848e3ed894,2020-01-09T15:07:39.493Z,5d1fafd887fac86ceb885243
1185,Closed,2005-05-26T04:00:00.000Z,1834879,1523734,91744,0,1370885,0,25978,35127,5e943d2719c2f83ffc2a2f3c04bb58fd,2020-01-09T15:07:39.387Z,5d1fafd887fac86ceb885244
4109,Closed,2020-04-15T04:00:00.000Z,3954861,3635560.48,195678,228417.58,3018071.9,193393,0,0,94aac949ee7edf93c8d8f82003f3d9d8,2020-04-16T17:01:38.876Z,5d1fafd887fac86ceb885245
1904,Closed,2016-03-02T05:00:00.000Z,2359152,683397,0,0,568034,115363,0,0,9009eb42d508a6f7b8e15d6002173fa3,2020-01-09T15:07:39.567Z,5d1fafd887fac86ceb885246
1920,Closed,2016-01-20T05:00:00.000Z,219732,155861,0,0,154886,975,0,0,311f514ff8fe2195c7f49ca1ce4b9570,2020-01-09T15:07:40.149Z,5d1fafd887fac86ceb885247
4200,Closed,2018-04-16T04:00:00.000Z,1235665,1282099,0,83625,1149170,49304,0,0,974b5534f0d671a2a37940f749557370,2020-01-09T15:07:39.589Z,5d1fafd887fac86ceb885248
4155,Closed,2018-05-24T04:00:00.000Z,6364021,5836557,189013,86250,5450951,110343,0,0,86cec9d37e04ddb3c4ab1002f9542db4,2020-01-09T15:07:39.556Z,5d1fafd887fac86ceb885249
4193,Closed,2020-01-15T05:00:00.000Z,7482350,3636564,0,0,3325592,310972,0,0,38801ec2b0a6d0f0c686fec8b7085ce7,2020-01-17T20:59:09.834Z,5d1fafd887fac86ceb88524a
1899,Closed,2018-07-25T04:00:00.000Z,14802375,14575777,0,446571,13759856,369350,0,0,3b59330103e01d3efb69e6bcbfbd5022,2020-01-09T15:07:39.048Z,5d1fafd887fac86ceb88524b
4191,Open,,87211,75629,0,0,75629,0,0,0,40e100202d17016f533bbd82f8f7cc98,2020-01-09T15:07:39.445Z,5d1fafd887fac86ceb88524c
1896,Closed,2013-12-18T05:00:00.000Z,1663875,208855,45621,0,153935,9299,0,0,5d6f732c9dd6f1232abdfbc0c4884346,2020-01-09T15:07:39.081Z,5d1fafd887fac86ceb88524d
1477,Closed,2010-04-13T04:00:00.000Z,456073,374643,0,0,334170,22681,7881,9911,f1079b9ed45d2b1daffb7b39440c28df,2020-01-09T15:07:40.149Z,5d1fafd887fac86ceb88524e
4204,Open,,6159655,4796709.37,0,0,4796709.37,0,0,0,539cb2f88df0cc521806fb54f3397521,2020-03-05T20:58:42.112Z,5d1fafd887fac86ceb88524f
1472,Closed,2009-08-27T04:00:00.000Z,1041633,1075159,0,0,1041632,0,7864,25663,8716fe9b9fe2746138b37182c4bb6a03,2020-01-09T15:07:39.611Z,5d1fafd887fac86ceb885250
1983,Closed,2017-05-15T04:00:00.000Z,3763698,1443981,175467,101250,1083506,83758,0,0,1577ee5b8694fd83dd1e2c6efe756fd9,2020-01-09T15:07:39.578Z,5d1fafd887fac86ceb885251
1604,Open,,364447276,335934788.64,33230128,1820216,275102159.13,20792973,1603690.63,3385621.88,0fdd61592cc8cbfe1942c63ca8b6067b,2020-07-29T16:34:09.042Z,5d1fafd887fac86ceb885252
1715,Closed,2012-05-09T04:00:00.000Z,660466,620770,0,0,620770,0,0,0,b1d3ad42ced4b22179e6be329746e990,2020-01-09T15:07:39.078Z,5d1fafd887fac86ceb885253
1992,Closed,2019-05-15T04:00:00.000Z,311333,306106.24,0,0,290882.24,15224,0,0,87d531d1c78750e62f1bc73cad0f4f0c,2020-01-09T15:07:39.611Z,5d1fafd887fac86ceb885254
1745,Closed,2014-08-11T04:00:00.000Z,3000686,2847013,132107,139685,2428551,146670,0,0,a33891fbdd7b28d07e4db999afe86c50,2020-01-09T15:07:39.391Z,5d1fafd887fac86ceb885255
897,Closed,2002-09-12T04:00:00.000Z,226815,177855,0,0,165752,0,4468,7635,ee8c5cef97adf1187e6a6a48aef636ba,2020-01-09T15:07:39.048Z,5d1fafd887fac86ceb885256
1981,Open,,73144649,71549737,2954362,501456,65562869,2531050,0,0,fadd0e00fea949a9ebda76aff8539dd6,2020-05-18T12:25:50.111Z,5d1fafd887fac86ceb885257
998,Closed,2006-06-21T04:00:00.000Z,9349946,9648064,505885,0,8844061,0,83821,214297,2123eeef9cd7e93bd41dc4217e020334,2020-01-09T15:07:39.396Z,5d1fafd887fac86ceb885258
1993,Open,,5264029,4693006,0,0,4435595,257411,0,0,4bfd4ec1e15fd5cae46309732ec8270e,2020-01-09T15:07:39.083Z,5d1fafd887fac86ceb885259
1743,Closed,2017-02-01T05:00:00.000Z,457763,339127,0,0,338642,485,0,0,7d99b4def6f55c73a29210b213012989,2020-01-09T15:07:39.512Z,5d1fafd887fac86ceb88525a
1980,Closed,2018-03-22T04:00:00.000Z,91541197,92526566,362745,369666,90085688,1708467,0,0,9eb9103871c3e5a65407eca7e6a3e30f,2020-01-09T15:07:39.422Z,5d1fafd887fac86ceb88525b
1564,Closed,2010-11-02T04:00:00.000Z,964410,825556,0,18769,747539,43053,463,15732,e68b0833939214dfb985417a239b06b2,2020-01-09T15:07:40.154Z,5d1fafd887fac86ceb88525c
1766,Closed,2018-01-24T05:00:00.000Z,25531906,18074955,0,0,16826465,1248490,0,0,bb00fbf1be504eb45fefb2773bca9cd8,2020-01-09T15:07:39.612Z,5d1fafd887fac86ceb88525d
4182,Open,,6232862,6312246.66,0,297708,5709751.66,304787,0,0,ba9d5430d9b16554e889f4a2359e53b7,2020-01-09T15:07:39.419Z,5d1fafd887fac86ceb88525e
1846,Closed,2018-08-31T04:00:00.000Z,314085,198355,0,0,184039,14316,0,0,b83bc81058291d985396e1bd7ca96f62,2020-01-09T15:07:39.023Z,5d1fafd887fac86ceb88525f
4161,Closed,2018-07-18T04:00:00.000Z,250622,251861,0,5580,234026,12255,0,0,5b9775304eb9b2c835ada5affc7c8012,2020-01-09T15:07:39.518Z,5d1fafd887fac86ceb885260
1597,Closed,2012-08-02T04:00:00.000Z,1059511,1091759,0,14517,1024241,10351,10452,32198,2aa6376e01dd964b5d1996098f593636,2020-01-09T15:07:39.028Z,5d1fafd887fac86ceb885261
1680,Closed,2014-04-16T04:00:00.000Z,263916,238501,26389,18474,133142,57489,343,2664,376f2b773fceaadc8533178b48194ac3,2020-01-09T15:07:39.468Z,5d1fafd887fac86ceb885262
4316,Open,,252069,148158.5,0,12000,123832.5,12326,0,0,7475196996d6b5d0c33e657af07986d2,2020-01-09T15:07:39.575Z,5d1fafd887fac86ceb885263
4156,Closed,2018-06-14T04:00:00.000Z,394262,370314,36057,9770,318522,5965,0,0,73eec8f7d222eff9592d6be309a3790f,2020-01-09T15:07:39.498Z,5d1fafd887fac86ceb885264
1136,Closed,2003-09-25T04:00:00.000Z,34729178,24685040,1063385,0,22410497,652746,186062,372350,45a21865300bcb904f4ba84cb4b969b2,2020-01-09T15:07:39.626Z,5d1fafd887fac86ceb885265
1598,Closed,2010-01-18T05:00:00.000Z,144533,0,0,0,0,0,0,0,e86367874828ed97ece65ea03d891091,2020-01-09T15:07:39.603Z,5d1fafd887fac86ceb885266
1132,Closed,2002-06-30T04:00:00.000Z,598437,631471,0,0,598437,0,13362,19672,12c660b34a12d1c4e1471b3b6f25a595,2020-01-09T15:07:39.481Z,5d1fafd887fac86ceb885267
1177,Closed,2002-07-15T04:00:00.000Z,1381220,1447578,133249,0,1247971,0,25224,41134,82c42348a5c81e7ff62d62c9905b36e8,2020-01-09T15:07:40.143Z,5d1fafd887fac86ceb885268
4175,Closed,2019-12-18T05:00:00.000Z,13949221,2638843,1259548,0,716120,663175,0,0,c77936866fed02bfc94239fcc07cd932,2020-01-09T15:07:39.544Z,5d1fafd887fac86ceb885269
1893,Closed,2016-03-08T05:00:00.000Z,1788581,1057567,35290,0,1022277,0,0,0,63db3b7537083941b3a4cbfbf6ebb709,2020-01-09T15:07:39.046Z,5d1fafd887fac86ceb88526a
1565,Closed,2011-03-10T05:00:00.000Z,851057,700048,0,0,622982,57667,247,19152,bc41582db60222aeec170ba29b8b42b5,2020-01-09T15:07:39.595Z,5d1fafd887fac86ceb88526b
1479,Closed,2015-02-11T05:00:00.000Z,2644965,1577925,134273,90000,1282724,3936,25426,41566,462ec9ae6823ab6149a60118f9741d07,2020-01-09T15:07:40.147Z,5d1fafd887fac86ceb88526c
1852,Closed,2015-04-29T04:00:00.000Z,461009,229235,0,0,228826,409,0,0,82824c61a2de5fd0044bdc30e7f833c5,2020-01-09T15:07:39.612Z,5d1fafd887fac86ceb88526d
1450,Closed,2012-11-28T05:00:00.000Z,1430681,1255425,0,0,1027472,176278,21576,30099,e3ff376d7f61d90c6d6a732b47b6187d,2020-01-09T15:07:39.631Z,5d1fafd887fac86ceb88526e
1814,Closed,2015-07-07T04:00:00.000Z,1247010,0,0,0,0,0,0,0,b19c860ab999295d8a7ca64ba8a24bf7,2020-01-09T15:07:39.061Z,5d1fafd887fac86ceb88526f
4177,Open,,34621468,29306591.65,0,0,27934469.65,1372122,0,0,aaba74e06e23f65151ffe3adbfefe5f2,2020-01-09T15:31:31.956Z,5d1fafd887fac86ceb885270
866,Closed,1999-06-24T04:00:00.000Z,952850,992823,0,0,927719,0,20448,44656,0b915f5cd15d81b3f50ade84df71a499,2020-01-09T15:07:39.629Z,5d1fafd887fac86ceb885271
4157,Closed,2018-11-30T05:00:00.000Z,369304,247424.87,0,14000,233424.87,0,0,0,1d8cf3758b3febf428a012302ed1499f,2020-01-09T15:07:39.596Z,5d1fafd887fac86ceb885272
1914,Closed,2015-03-10T04:00:00.000Z,425437,418576,7206,29000,361566,20804,0,0,4aa3080d88de3818174d8fa3783011fe,2020-01-09T15:07:39.456Z,5d1fafd887fac86ceb885273
1684,Closed,2012-05-16T04:00:00.000Z,2309143,1209775,0,0,1187905,0,0,21870,6da630fde3114c8f37d74fc3b1bbe8ca,2020-01-09T15:07:39.522Z,5d1fafd887fac86ceb885274
4213,Open,,1363925,1427504,0,0,1360808,66696,0,0,ad609759777ef98bad79a22899e73178,2020-01-09T15:07:40.158Z,5d1fafd887fac86ceb885275
4084,Closed,2019-05-15T04:00:00.000Z,3660183,3444360.76,0,177872,3087509.58,178979.18,0,0,ca3d856d57b4e7a5e0dfdd86971d77d4,2020-01-09T15:07:39.599Z,5d1fafd887fac86ceb885276
1501,Closed,2011-03-03T05:00:00.000Z,4175549,2274847,130935,94125,1723745,241950,21650,62442,d325d92effe239aef067d803cb1fa3d7,2020-01-09T15:07:39.575Z,5d1fafd887fac86ceb885277
954,Closed,2001-12-03T05:00:00.000Z,153679,166237,0,0,153679,0,4241,8317,27536f4233708bf23dc97ba817050477,2020-01-09T15:07:39.446Z,5d1fafd887fac86ceb885278
982,Closed,2002-09-20T04:00:00.000Z,1762500,1788077,68241,0,1613366,0,28613,77857,9c71e0b54e6d79476cfc62d1a20494e5,2020-01-09T15:07:39.451Z,5d1fafd887fac86ceb885279
991,Closed,1996-07-01T04:00:00.000Z,1035172,1106889,0,0,1035172,0,21850,49867,68043d848227fbc68861bd991e0f7faf,2020-01-09T15:07:39.574Z,5d1fafd887fac86ceb88527a
1548,Closed,2014-01-06T05:00:00.000Z,1038692,262694,0,0,248925,0,6131,7638,8fc6e50c75ec549e7c45923f46244007,2020-01-09T15:07:39.033Z,5d1fafd887fac86ceb88527b
4170,Open,,1284814,1076385.25,40740,89778,883040.25,62827,0,0,2ecc766f5bab06bea1a277aa36dae5f6,2020-03-24T20:00:38.670Z,5d1fafd887fac86ceb88527c
1465,Closed,2010-11-22T05:00:00.000Z,803715,793525,0,0,642548,122788,14214,13975,4559686566ce313058edd8b0f79b35b4,2020-01-09T15:07:40.142Z,5d1fafd887fac86ceb88527d
4171,Open,,1122753,862159,0,41255,766001,54903,0,0,f208e2365da883cdb7a3a0d469d77065,2020-01-09T15:07:39.565Z,5d1fafd887fac86ceb88527e
1432,Closed,2007-12-03T05:00:00.000Z,817188,662196,27033,30233,511031,70406,9005,14488,fadcc428bad0a9d4d12ad2d46438b37d,2020-01-09T15:07:39.491Z,5d1fafd887fac86ceb88527f
1843,Closed,2016-09-28T04:00:00.000Z,4055613,3479110,0,166900,3126359,185851,0,0,0f555bf1cebf88e4213f7614e72dfb01,2020-01-09T15:07:39.080Z,5d1fafd887fac86ceb885280
1549,Closed,2014-02-06T05:00:00.000Z,41485128,37574846,3734623,632555,30390629,1781131,194440,841468,2051d51b7b3ea17a219059cd4d8f271a,2020-01-09T15:07:39.459Z,5d1fafd887fac86ceb885281
1063,Closed,2003-03-18T05:00:00.000Z,668525,685071,13862,0,597295,38700,14413,20801,fc11ce73a24e7cf62eaa58d88650c215,2020-01-09T15:07:39.384Z,5d1fafd887fac86ceb885282
4301,Open,,22097355,22727400.73,150000,888821,20608018.73,1080561,0,0,310e61a64a64694addb3b2f0cbcbeebe,2020-07-10T16:33:32.614Z,5d1fafd887fac86ceb885283
4202,Open,,556401,583608.25,0,0,556400.25,27208,0,0,20fc4c6ad0f6ba2d2068d5e02b6ddfeb,2020-01-09T15:07:39.617Z,5d1fafd887fac86ceb885284
1687,Closed,2012-04-30T04:00:00.000Z,1988719,1560380,0,0,1503000,0,26340,31040,b7f1e38db37ea55a6f9898a4fe95257f,2020-01-09T15:07:39.079Z,5d1fafd887fac86ceb885285
1444,Closed,2006-09-28T04:00:00.000Z,139068,140456,0,0,29960,109108,688,700,a35fb49da8d1d0bb25ae89535679cf5e,2020-01-09T15:07:39.579Z,5d1fafd887fac86ceb885286
4203,Open,,846871,862816,31159,0,812500,19157,0,0,651d1511e9bbf61fe816f161d73efde5,2020-01-09T15:07:39.424Z,5d1fafd887fac86ceb885287
4215,Closed,2020-05-04T04:00:00.000Z,2201422,1851629.75,33809,132373.5,1577797.25,107650,0,0,6b49a7d15853a4d935965c9e3842cddc,2020-05-05T17:01:13.049Z,5d1fafd887fac86ceb885288
4165,Open,,8518036,8451321.07,425901.07,596262.25,7012625.75,416532,0,0,b07ba0b360ad1141030cfac2bbbbc9ca,2020-02-14T20:30:51.433Z,5d1fafd887fac86ceb885289
4211,Open,,5225692,4068484,0,247500,3565448,255536,0,0,4f05c638b4744e15e5a2a6dbd1435750,2020-06-06T16:33:48.453Z,5d1fafd887fac86ceb88528a
4199,Open,,12896165,7165845.75,644576,677103,5213549.75,630617,0,0,fc2d1a802cef481cf96a4bf5b0db4ab4,2020-01-29T20:32:57.753Z,5d1fafd887fac86ceb88528b
4190,Closed,2017-09-13T04:00:00.000Z,323162,268862,16054,10588,226417,15803,0,0,0a0cae75ff7d350ac4d8fe2003c7646a,2020-01-09T15:07:39.030Z,5d1fafd887fac86ceb88528c
1952,Open,,11457103,10690982,390951,763533,9034330,502168,0,0,cddb591a1d58e91a8ef3bb3f92b8f211,2020-05-21T17:01:35.742Z,5d1fafd887fac86ceb88528d
